Date,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other,Rf,Rm
197304,-8.05,-5.19,-1.93,-5.09,-8.64,-10.23,-6.85,-13.26,-5.46,-8.08,-13.38,-5.56,-5.38,-3.63,-7.46,-6.87,-3.04,-9.96,-1.17,-5.52,-6.02,-10.15,-3.1,-9.23,0.43,-6.39,6.83,-3.06,-9.55,-1,-0.58,0.86,-12.79,-6.81,-5.83,-27.85,-10.02,-6.42,-0.54,-6.31,-8.57,-7.78,-7.94,-17.44,-6.04,-7,-11.77,-10.75,-16.78,0.6015,-5.176934
197305,-7.9,-1.19,-0.12,-0.53,-1.93,-6.33,-5.85,-2.02,-0.42,-7.44,-12.01,-3.31,2.2,-1.11,-3.67,-5.69,-3.66,-7.65,-5.16,-6.25,-3.04,1.83,-6.01,-6.48,2.78,-3.57,4.08,-3.79,-2,-3.45,0.36,-0.84,-18.55,-7.75,-2.78,-28.07,-0.35,-4.27,1,3.37,-10.48,-7.33,-1.61,-5.7,-2.3,-3.2,-12.24,-3.45,-24.78,0.4839,-2.450797
197306,5.67,-6.43,1.48,-1.14,3.58,-8.7,-11.72,-6,1.36,-12.77,-19.05,-3.21,0.88,-1.55,-4.5,-5.34,-2.73,-0.81,-2.68,-4.83,-1.8,3.33,-3.01,-11.1,2.41,-3.68,1.63,3.33,-10.09,1.69,-2.47,-0.32,-0.69,-6.74,0.99,-9.76,-3.56,-2,-0.77,0.23,-5.4,-5.38,-5.46,-9.1,3.82,1.71,-0.35,1.68,5.98,0.479,-0.8647891
197307,17.48,7.35,3.2,5.38,5.35,17.21,13.71,11.25,4.65,12.74,27.56,8.29,6.37,7.2,12.42,9.54,12.86,16.54,7.1,9.3,12.49,8.73,5.77,15.19,10.95,7.27,1.65,9.55,-3.86,0.38,-2.39,-0.3,23.04,15.35,1.08,21.71,14.62,16.2,9.99,3.26,7.96,16.2,9.91,17.57,8.97,11.04,11.26,8.15,7.64,0.5599,5.696059
197308,2.74,-1.54,-2.9,-1.61,-7.32,-0.56,-3.6,-4.06,-4.48,-7.99,-9.93,-0.48,-8.29,-1.81,-7.31,-4.74,-2.29,-1.4,1.09,2.71,2.22,-5.27,-3.24,-4.75,-1.94,2.49,-8.92,2.93,-11,-3.68,-2.09,-3.93,-6.91,-1.48,-3.7,-13.97,-3.31,-5.43,9.3,0.56,-3.94,-1.74,-4.74,-1.58,-0.97,-1.5,-8.72,-3.3,-2.81,0.6987,-2.965693
197309,12.43,7.6,5.17,-0.77,1.4,11.67,-4.29,7.64,-1.06,10.01,19.81,2.38,0.22,10.36,10.26,6.39,9.03,13.76,9.85,5.78,8.84,9.64,7.41,6.72,13.64,3.66,2.76,12.19,29.12,9.15,7.9,7.66,6.55,9.5,-9.44,8.3,13.05,12.78,5.13,5.37,12.27,9.82,6.76,8.89,6.77,8.01,7.51,7.52,5.2,0.9449,5.393126
197310,-3.81,-2.23,-2.71,1.6,-0.45,-6.88,-7.78,-4.31,-0.89,-7.02,-8.26,1.46,2.04,2.61,-8.56,1.56,-0.54,2.09,7.4,9.15,1.83,-3.08,-7.17,-1.15,1.88,-0.03,8.43,6.62,11.67,5.19,-3.38,-5.54,-9.12,-3.32,6.76,5.13,-3.12,4.81,3.48,-2.18,0.13,-0.15,-3.85,-7.15,1.09,-4.93,-9.77,-2.04,-0.78,0.6667,-0.04151074
197311,-16.06,-12.12,-12.34,-13.86,-7.94,-22.79,-30.68,-16.88,-12.07,-25.1,-17.63,-7.8,-7.65,-17.92,-16.66,-20.91,-16.88,-15.59,-14.15,-4.52,-13.52,-9.9,-21.17,-21.08,-2.28,-15.16,6.69,-7.36,-12.03,-6.13,-11.61,-1.94,-22.38,-17.1,-8.06,-29.75,-18.36,-19.85,-11.6,-12.83,-14.66,-18.49,-17.32,-31.61,-13.75,-7.48,-23.3,-12.9,-13.19,0.6129,-12.07133
197312,3.79,-0.66,-2.66,1.99,2.32,-6.28,1.11,-4.29,-3.02,-8.47,2.08,-2.63,-4.99,5.74,-4.67,-7.1,-0.98,4.28,10.51,8.04,2.99,-10.8,-3.57,-8.16,18.29,-4,20.17,5.24,10.34,8.61,3.41,4.53,-0.9,-0.24,-6.06,-18.8,-0.2,1.03,10.22,0.12,7.02,-2.97,-0.82,6.21,1.84,2.15,-7.05,2.91,0.27,0.6234,1.143655
197401,2.29,6.15,-5.44,-0.83,3.02,8.82,8.58,-1.01,-2.6,9.65,-1.47,-3.53,-2.28,2.2,9.56,10.97,5.8,0.45,4.91,-6.51,-2.9,-0.89,11.69,10.45,-0.31,16.63,11.17,2.98,5.75,-7.65,4.55,2.01,5.18,0.61,-0.3,37.07,4.98,3.04,-0.14,0.69,0.48,5.52,7.8,0.93,0.14,-1.61,14.81,0.73,0.99,0.6516,0.4412671
197402,13.82,1.4,-2.37,-1.74,1.84,-2.59,-0.32,-5.28,-3.42,2.3,-3.58,-4.18,-0.48,1.93,-2.78,0.43,4.41,2.07,3.44,-2.89,0.53,-1.8,-0.35,8.96,-2.03,8.82,-0.19,2.3,5.52,-1.56,0.27,4.75,-1.43,-0.77,-1.24,1.62,1.73,-0.33,0.82,1.52,7.87,2.39,1.35,-5.12,1.65,-2.18,-3.4,1.26,-1.04,0.6084,0.2345074
197403,-1.57,-1.56,-4.04,-2.2,-5.99,5.3,3.61,5.79,-0.23,-1.58,-2.47,5.17,0.31,1.47,1.18,2.86,0.16,-5.24,-2.66,-7.36,-4.74,-2.21,0.15,-4.59,-7.92,-3.67,4.66,-9.32,4.64,-3.41,-3.63,-4.58,2.29,-2.44,-1.16,1.06,-8.56,2.05,2.2,-1.42,-4.85,1.59,-4.49,5.05,-4.38,-4.53,1.61,-4.01,-3.07,0.4529,-2.336402
197404,-9.26,-2.65,-4.15,-3.66,-2.77,-7.56,-7.96,-6.46,-4.2,-4.77,-12.25,-1.95,-1.26,0.95,-5.41,-0.5,-4.53,-6.66,0.19,-7.11,-4.5,-4.04,-2.1,-0.21,-10.27,1.56,-12.26,-6.27,2.51,-6.38,-12.19,-5.31,-9.29,-9.36,-3.09,-13.67,-4.36,-4.83,0.2,-2.5,-3.93,-1.94,-2.05,-3.14,-5.1,-9.19,-10.93,-6.89,-5.39,0.6768,-4.596092
197405,-7.03,-4.88,-1.14,-4.48,5.57,2.4,-0.89,-1.33,1.01,-6.91,-8.25,2.81,-0.77,-0.11,0.14,-6.91,-8.26,-9.11,-8.88,-12.36,-4.17,-6.04,2.42,-2.9,-13.37,-2.53,-8.55,-7.73,-8.18,-7.44,-4.89,-1.52,-8.32,-8.88,-5.21,-5.61,-1.61,-1.48,-9.75,-1.45,-4.69,-3.9,2.16,-2.11,-10.89,-8.82,-11,-9.95,-6.75,0.9677,-4.198143
197406,-11.85,-0.92,2.6,-3.24,-0.5,-8.29,-2.64,1.47,-0.52,-3.04,-8.55,-1.7,-1.54,0.42,-0.02,-2.09,-4.66,-2.22,2.99,-1.69,-0.75,-7.98,-3.52,-3.04,6.45,-1.76,3.59,1.83,-6.2,-0.15,-6.17,0.3,-10.93,-2.92,-1.31,-8.42,-6.99,-4.37,-0.68,2.23,-1.39,-4.16,-2.08,-6.7,-10.25,-4.06,-12.48,-5.02,-6.9,0.7102,-2.294237
197407,-0.44,-9.28,-20.02,-11.31,-6.75,-13.05,-12.98,-6.01,-13.47,-4.04,-3.1,-13.08,-14.4,-4.28,-6.14,-2.61,-5.5,-11.99,4,-8.3,-7.18,-7.78,-10.74,-5.97,-7.37,-3.29,21.2,0.86,-8.97,-0.58,0.79,-7.62,-4.22,-7.3,-7.32,-15.29,-12.26,-12.92,-0.93,-9.19,-6.99,-4.23,-13.57,-14.7,-7.01,-10.07,-7.17,-5.97,-7.95,0.6365,-7.087424
197408,-2.37,-10.35,-14.2,-17.77,-2.89,1.91,-5.66,-12.76,-11.99,-5.02,-12.27,-11.7,-7.14,-10.88,-11.13,-7.36,-11.27,-2.3,-7.99,-9.94,-9.64,-10.62,-4.75,-8.6,-13.65,1.99,-7.62,-11.55,-1.31,-8.59,-8.62,-0.04,-6.81,-11.67,-5.21,-15.01,-3.57,-4.39,-9.95,-7.28,-9.65,-9.96,-14.03,-8.12,-11.54,-12.54,-14.58,-11.51,-9.23,0.4043,-8.775712
197409,-9.15,-7.19,-26.26,-16.73,-12.15,-18.67,-23.28,-7.07,-17.36,-9.76,-7.59,-14.64,-15.85,-10.16,-13.8,-9.64,-11.75,-12.07,-8.14,-10.8,-11.94,-13.44,-9.29,-5.68,-13.83,-9.6,-26.12,-7.23,-6.17,-7.92,-1.34,-3.82,-8.98,-7.24,-17.53,-3.96,-15.3,-18,-15.76,-14.97,-9.09,-10.62,-11.24,-21.75,-9.05,-4.26,-5.49,-6.88,-11.48,1.2255,-10.97183
197410,20.23,19.23,23.73,9.69,22.54,9.13,9.82,1.23,16.65,3.92,13.59,21.03,31.8,17.91,6.01,5.6,13.76,21.71,9.77,17.32,23.13,17.76,-2.33,7.02,18.9,5.57,26.54,17.38,46.06,20.73,13,10.85,20.81,15.49,16.83,-3.98,8.88,13.01,13.95,20.7,19.02,17.16,7.99,15.38,25.06,26.82,1.07,16.28,21.34,0.3621,16.55841
197411,-2.23,-0.71,-11.1,-4.04,0.87,-4.06,-2.31,-3.85,-5.19,-11.67,0.8,-4.19,-0.53,-9.97,3.83,-13.88,-4.33,-5.88,-1.4,2.94,-3.38,-7.43,-6.07,-0.45,-0.56,-3.15,-6.06,-1.55,3.87,-4.27,-0.15,-3.09,-0.9,-5.58,-4.99,-8.11,-3.25,-7.65,-3.38,-10.49,-6.98,-4.66,-5.97,-6.61,-3.02,0.1,-8.81,-2.13,-1.34,0.7061,-4.104609
197412,-8.74,1.43,-0.34,-7.66,2.01,-16.29,-0.61,-3.43,-5.34,-2.97,-6.65,-4.67,-3.06,-3.79,-8.58,-2.34,-5.45,-9.72,-3.85,-3.48,-3.87,-4.73,-0.08,-5.14,-8.64,-10.66,-15.59,-4.94,0.65,0.81,-0.83,1.57,2.75,-3.52,-5.79,-11.12,-4.14,-4.6,-4.98,-7.1,-5.74,-2.38,-2.75,-10.06,-4.61,-0.83,-12.8,-1.75,-6.07,0.7977,-2.700542
197501,9.25,17.85,26.2,26.09,5.21,27,36.26,23.13,17.35,32.37,36.47,5.13,-2.15,10.39,20.58,20.46,27.95,11.47,17.75,11.17,11.73,19.13,21.89,19.04,14.38,20.42,6.48,14.58,18.25,6.3,18.84,11.11,15.09,25.38,12.63,39.93,23.46,17.6,14.95,6.3,17.54,17.71,27.1,28.81,22.11,9.98,45.39,16.19,15.48,0.87,14.15995
197502,2.31,4.27,6.12,10.93,-3.4,5.95,22.21,11.16,11.48,-0.03,25.92,14.64,16.26,8.9,5.24,3.48,3.3,8.75,1.64,10.41,7.82,12.28,0.29,8.09,6.59,3.28,12.22,4.94,-2.2,2.37,0.92,5.16,7.67,5.39,14.64,1.73,6.83,19.93,5.36,11.3,5.53,6.35,3.86,16.45,-2.05,3.84,-0.4,0.43,4.03,0.5288,5.841169
197503,-0.22,2.7,14.26,4.92,5.87,13.42,16.74,9.75,3.5,22.55,4.2,0.28,1.48,5.97,12.94,8.85,7.92,13.14,11.62,3.05,5.74,4.02,6.87,13.47,-0.91,-0.56,5.7,9.41,18.1,-2.52,-1.34,-0.85,3.7,4.5,-1.81,33.72,6.78,10.78,5.35,-2.63,4.07,7.69,10.94,14.8,1.86,3.01,15.84,2.26,2.63,0.4645,3.019048
197504,6.57,0.3,3.81,-3.6,5.13,10.53,6.23,8.33,6.7,5.58,13.15,2.53,0.16,16.07,8.31,9.15,3.84,7.31,9.51,0.02,6.3,8.72,3.16,11.81,4.37,5.96,-5,12.7,22,7.01,-1.58,-0.95,1.77,2.15,3.94,-10.33,8.95,10.34,11.94,11.12,4.45,4.71,0.91,13.74,2.01,-2.53,-9.6,3.25,4.54,0.5033,4.649667
197505,2.37,6.1,9.1,4.96,1.84,0.15,6.67,3.83,2.38,1.99,14.35,3.99,6.96,0.3,8.16,3.85,5.42,4.97,-5.08,4.37,5.03,12.61,3.85,11.81,7.13,3.44,9.77,5.76,23.22,12.14,8.45,3.52,7.13,7.37,4.02,3.89,10.99,7.01,3.16,7.61,-0.51,3.48,4.47,1.98,5.63,11.04,4.55,4.86,5.64,0.5365,5.513955
197506,8.97,6.93,0.54,3.52,4.76,4.59,6.97,4.16,3.24,10.34,1.89,2.15,0.61,4.34,2.41,6.68,4.4,13.28,6.37,14.09,5.11,2.28,9.54,10.28,0.56,12.96,5.74,4.7,-3.11,6.44,10.77,4.07,3.26,7.65,-0.44,6.08,8.39,5.48,2.3,2.57,3.94,6.43,7.71,5.68,7.67,5.64,8.29,5.54,5.74,0.3572,5.147332
197507,-3.61,-4.07,-9.57,-4.47,-6.65,-6.48,-6.98,-5.7,-7.99,-3.62,-9.01,-9.11,-12.77,-4.43,-4.41,-3.4,-4.63,-10.07,-6.59,-2.89,-4.66,-6.38,1.13,-7.9,-0.66,-3.9,-7.34,-3.55,-3.12,-4.19,-4.78,-4.22,-2.25,-7.1,-9.72,16.28,-8.53,-9.72,-2.97,-10.12,-2.67,-1.31,-8.12,-8.48,-6.69,-8.65,-8.6,-7.18,-4.75,0.5062,-6.038471
197508,-9.33,-0.9,-4.25,-4.63,-4.57,-4.43,-0.24,-3.25,-4.46,-5.84,-7.7,-3.61,-3.19,1.83,-0.6,-2.65,-1.21,-2.74,3.74,-5,-1.82,-5.55,-2.57,0.79,-9.05,-7.68,-13.58,-7.68,-3.8,-0.86,-1.3,-3.59,-4.38,-4.96,-1.67,-19.26,-3.62,-9.92,4.31,-1.65,-3.17,-3.19,0.42,-3.89,-8.27,-5.72,-7.49,-4.53,-4.61,0.5117,-2.35575
197509,-4.74,-1.67,-5.76,-5.7,1.5,-5.3,0.37,-5.69,-4.12,1.82,-7.36,-6.52,-6.53,-8.53,-3.44,-0.43,-7.08,-4.92,-5.25,-6.44,-3.9,-7.45,-1.29,-3.2,-8.48,-6.14,-7.64,-2.77,1.5,-1.21,-0.97,-1.25,-0.5,-7.16,-0.29,-7.08,-2.13,0.55,-8.2,-5.64,-3.71,-3.57,-3.56,-3.12,-10.69,-5.04,-10.01,-6.07,-6.09,0.5635,-3.800991
197510,11.86,12.82,15.57,0.85,6.25,-0.94,2.02,7.54,9.45,12.7,4.55,11.45,10.61,6.6,5.35,8.49,5.85,-2.44,-2.82,-1.62,2.87,0.47,9.47,2.54,-2.81,6.41,-3.57,-2.68,-16.04,-1.1,6.51,6.81,3.66,3.9,10.63,8.58,3.57,4.49,7.51,10.66,4.79,3.09,10.54,11.97,3.56,6.68,-3.38,5.6,4.06,0.7732,5.58566
197511,-2.43,2.31,6.94,2.57,5.9,6.38,1.04,3.01,3.83,8.46,6.85,5.31,5.04,2.1,3.81,4.24,4.76,-5.14,1.62,-7.58,0.86,6.51,4.27,-1.86,8.35,7.14,-8.35,-0.98,2.96,-1.76,3.12,4.25,1.72,4.07,5.9,-5.3,4.2,-0.41,1.61,6.75,4.78,1.42,4.41,11.02,4.87,8.77,-1.49,3.1,2.64,0.4563,3.12216
197512,-1.91,-1.49,-4.15,0.45,-0.32,-2.92,-3.13,0.01,-3.36,-0.98,-3.6,-5.11,-6.71,-0.04,-2.68,-0.97,0.21,3.76,2.13,-2.73,0.29,-5.16,1.15,-3.25,-3.96,-2.89,5.1,0.87,3.27,0.01,1.33,-0.09,-2.02,-1.64,-1.12,-8.66,-0.67,-3.55,0.77,-6.1,2.13,0.73,-3.73,-2.17,0.72,-4.15,4.46,0.49,-1.35,0.5876,-1.099771
197601,10.17,6.26,12.09,15.93,7.5,23.15,18.3,15.61,12.38,22.59,18.24,9.57,7.15,20.01,19.17,20.51,19.27,10.67,21.23,24.81,18.74,17.48,13.88,18.75,13.7,16.91,6.49,14.33,21.73,8.09,8.37,9.5,11.2,15.36,17.31,40.89,20.96,19.54,20.65,13.26,14.04,16.25,7.92,11.69,13.18,6.35,20.3,14.11,11.22,0.5474,12.60122
197602,-0.63,-3.16,-6,1.66,-1.1,5.82,0.28,2.98,-2.11,4.98,8.42,-5.18,-7.15,2.62,9.35,4.46,5.14,5.2,5.22,5.48,4.36,2.73,4.29,4.42,6.16,8.17,8.75,0.95,1.13,-3.29,-3.53,3.56,5.31,4.89,0.23,21.77,4.16,0.48,4.29,-2.47,6.67,7.48,4.28,4.84,-1.46,4.12,14.01,3.1,3.72,0.349,0.7309603
197603,-1.47,-0.17,3.51,0.32,0.75,-2.01,1.07,-2,3.09,5.15,-5.82,2.82,7.77,-3.58,-1.36,0.7,3.25,1.59,-0.04,-2.3,0.56,-0.2,4.86,6.38,5.13,1.08,-3.84,6.94,-4.17,7.53,1.42,0.59,-2.83,-2.34,2.75,-3.44,3.01,5.92,2.76,6.37,-2.23,0.55,4.3,-0.08,5.17,2.45,4.64,2.19,0.87,0.4927,2.674025
197604,-1.16,0.24,-4.09,-4.26,-1.39,3.74,-6.97,-1.97,-4.35,-2.11,-2.07,-1.99,-4.93,0.01,1.62,-4.29,0.32,-3.78,1.36,0.01,-0.09,1.44,1.43,4.5,-4.74,2.28,7.04,1.12,11.8,1.92,0.65,1.72,-1.83,-3.59,-2.97,-2.76,-3.82,-6.19,-1.51,-1.8,0.49,-1.35,-5.17,-5.65,-2.98,-4.12,-1.74,-1.69,-0.04,0.4596,-1.040186
197605,-4.94,0.23,-1.14,-5.41,-2.34,0.71,-3.71,-3.02,-2.91,-8.61,-1.92,-2.09,-3.01,-2.58,-1.41,-5.25,-3.95,-4.62,0.41,4.91,2.51,-1.26,-2.98,2.5,-3.81,7.34,-2.55,0.32,10.13,5.43,-1.38,-2.95,0.33,-1.68,0.67,-15.81,0.51,0.05,0.77,-5.82,1.72,1,-6.34,-7.48,-1.22,-4.45,-8.14,-1.63,-1.39,0.2996,-0.9325603
197606,2.28,6.12,4.13,5.75,-2.7,3.82,5.49,3.45,6.22,1.13,4.36,-0.33,4.67,-0.28,2.14,0.69,2.67,9.59,4.72,11.99,6.47,5.8,3.26,11.84,8.97,5.53,-4.98,7.24,5.19,5.08,4.27,3.58,6.12,8.45,8.06,-10.07,8.82,8.12,-0.96,2.6,4.98,1.95,0.8,5.98,7.74,8.17,4.73,4.88,3.32,0.5453,4.452101
197607,2.26,1.46,3.84,-0.41,2.73,1.41,-9.7,1.81,-2.29,-1.65,-0.19,1.98,-0.99,-2.25,0.67,-1.62,-2.22,-3.09,-2.42,-5.07,-1.92,-1.22,-0.39,-4.81,-0.77,3.3,-5.67,-3.37,-6.76,-0.5,2.82,1.24,-0.27,-1.57,-2.59,-8.37,-0.91,-3.81,-3.57,3.95,0.16,-2.32,-1.79,-5.52,-0.46,6.91,-0.5,0.14,1.17,0.5114,-0.613619
197608,-4.03,-0.29,-0.32,-0.96,3.86,-5.43,-0.96,-1.04,-0.54,-3.21,-3.49,1.51,2.47,-3.23,-3.25,-2.45,-1.54,-0.59,-3.6,-2.79,-2.46,-1.65,-0.26,0.23,1.57,-0.05,-10.6,-1.49,-8.61,-0.69,2.93,4.73,-0.81,-2.44,0.24,-18.04,-0.34,-11.35,-2.41,0.74,-3.97,-2.65,4.71,-3.42,-1.84,3.54,-2.1,-0.31,-1.98,0.4891,-0.1397962
197609,2.03,0.26,0.52,-2.22,6.63,-0.2,-0.24,5.45,-0.44,2.29,8.04,2.41,3.85,0.39,0.42,-0.68,3.34,2.51,1.67,2.55,0.17,4.42,5.87,4.44,1.51,-3.13,6.3,0.65,7.38,5.95,4.1,1.61,5.09,2.64,2.68,-3.94,2.98,4.17,2.62,3.95,-0.43,0.6,0.4,-0.33,-1.58,1.89,6.56,1.52,1.54,0.4405,2.451259
197610,0.31,-1.61,-4.02,-2.79,0.16,-3.71,2.7,-0.38,-2.73,-1.05,-3.64,-4.85,-3.47,-2.5,-1.36,-1.02,1.3,-3.59,-5.96,-7.82,-3.23,-5.08,-1.76,-6.07,-6.83,-1.04,4.64,-1.96,-4.35,-2.37,-0.84,1.27,-3.02,-2.89,-3.53,2.43,-6.37,-7.75,0.69,-5.27,-3.87,-4.17,-0.27,-2.88,0.77,0.96,-2.2,0.41,-2.04,0.4749,-2.03717
197611,3.1,2.39,-2.14,-8.23,2.42,0.21,-2.08,4.47,-1.2,8.15,2.06,-5.6,-10.97,-5.01,2.94,5.27,4.12,0.45,-0.13,-0.47,1.59,-0.36,0.51,4.01,0.55,5.89,4.57,0.19,0.52,0.87,3.16,3.15,3.31,2.19,0.63,-10.25,2.92,7.18,2.15,-1.84,4.66,2.61,5.47,2.85,0.27,2.25,3.03,2.61,2.2,0.5191,0.5363398
197612,9.52,4.88,0.7,9.3,3.97,9.8,15.38,8.81,3.78,6.99,12.6,2.69,7.04,10.14,6.37,5.56,7.62,8.99,7.6,8.27,6.09,3.16,10.01,5.29,9.78,5.47,1.54,6.73,6.51,6.27,6.53,3.46,8.95,10.53,3.15,18.16,5.74,1.84,4.47,3.3,4.81,7.24,1.65,4.06,11.04,6.6,11.14,8.23,8.08,0.405,6.159101
197701,-3.49,-4,-5.45,-12.08,-4.91,-6.84,-3.59,-2.39,-8.3,-0.52,5.84,-10.89,-8.67,-5.6,2.47,-1.18,-5.31,-4.32,-3.73,1.22,-4.79,-3.27,-3.04,-2.85,3.16,2.53,0.54,-3.32,-1.01,0.28,0.8,0.1,0.68,-0.99,-3.32,4.4,-4.53,-8.32,-10.5,-6.54,-3.56,-0.82,-7.42,-11.34,-5.06,-6.12,-0.32,-3.57,-2.92,0.3413,-3.632604
197702,5.92,-1.9,1.68,1.03,-0.37,-5.06,-5.12,-2.45,-2.24,-4.55,-8.8,-0.64,0.15,-0.72,-1.82,-4.59,-1.34,2.11,-0.61,-4.64,-0.39,-0.5,-3.14,-0.45,-2.22,-3.44,15.94,-4.94,3.14,-3.08,-3.4,0.97,-6.19,-2.01,0.05,1.77,-1.89,-2.58,1.21,1.72,-3.22,-2.62,-1.57,-2.4,-2.31,-0.25,-1.63,-1.66,-1.59,0.4,-1.574441
197703,-4.5,-1.09,-0.28,-3.36,-2.77,0.3,-0.96,-1.49,-3.24,-0.99,-0.87,0.59,-2.39,-0.51,-1.29,-1.02,1.08,-0.81,0.63,-1.83,4.16,3.99,-5.13,-0.68,2.79,0.91,-0.12,2.6,1.32,-2.16,0.15,-1.03,-1.35,0.98,-0.64,-7.28,1.05,2.65,-1.34,-0.11,-0.06,1.52,-3.04,-5.36,-0.81,-0.97,1.66,-0.16,0.82,0.4457,-0.9248591
197704,0.59,0.99,-3.2,-1.84,2.05,-4.91,0.99,0.8,-0.51,2.51,1.6,-5.4,-5.34,-0.49,-2.05,2.21,2.03,5.51,0.95,15,3.59,4.34,2.24,2.24,3.89,8.51,-4.31,0.87,-3.83,2.71,1.95,0.67,-0.26,0.74,-5.96,3.33,2.61,-2.08,1.14,-1.1,5.19,-2.48,-3.98,0.69,-0.12,6.8,4.35,2.16,1.54,0.391,0.4962074
197705,5.06,-0.44,-2.03,-2.42,1.31,-6.31,1.95,0.5,-3.04,-4.86,-1.57,-0.4,-2.26,-3.65,-0.71,-4.41,-3.21,-0.32,-5.77,1.88,-0.04,-1.94,-0.43,2.3,-3.02,4.84,-4.57,-7.75,-10.66,-0.18,1.67,1.42,1.97,-0.31,-3.14,1.21,1.52,4.56,-7.07,-0.61,1.24,0.37,-3.73,1.92,-2.77,0.31,-0.11,0.67,-0.08,0.3793,-1.0777
197706,-1.04,4.62,3.94,1.55,2.42,4.05,11.24,8.58,5.94,6.44,15.74,9.06,8.83,0.22,9.47,5.45,3.99,4.83,0.02,3.66,3.14,5.96,4.63,10.77,1.79,1.87,1.8,-2.04,10.24,5.98,5.72,1.96,16.99,9.51,8.2,-0.82,6.84,7.93,2.58,2.62,2.43,2.76,5.87,11.01,5.96,6.36,6.42,5.85,4.92,0.4407,5.136869
197707,-0.76,1.94,4.62,-3.85,1.88,3.05,-3.14,-0.56,-1.69,-1.17,3.18,-3.77,-2.01,-3.38,-3.04,-0.84,-3.55,-0.73,-7.41,-1.76,-6.83,-0.48,-2.59,-2.23,-0.32,1.72,2.76,-6.47,-8.99,-1.7,0.87,-0.85,-0.93,0.46,1.44,1.99,-3.66,-2.02,-4.95,-1.72,-2.23,-2.51,0.16,0.35,1.18,1.03,0.09,-0.41,0.81,0.3531,-1.280639
197708,-1.94,-1.04,2.7,1.74,2.35,-2.78,2.62,-1.31,2.52,0.34,-0.59,3.97,3.9,-2.97,-3.11,-1.27,-1.87,-1.39,-5.22,6.16,-2.13,-0.66,-1.16,-3.33,-0.98,-6.33,-3.03,-0.75,-5.02,-5.74,-3.25,-2.26,-0.31,-0.33,1.48,-4.15,-2.27,0.23,-3.09,0.84,-3.73,0.67,4.91,5.32,-0.71,-0.81,0.49,-1.82,-0.44,0.5079,-1.33381
197709,-4.14,0.44,1.06,1.36,-1.02,-1.86,-2.01,-0.52,-0.83,2.66,12.21,1.28,-1.84,-0.42,2.41,-0.24,-1.6,1.87,-5.74,0.71,1.78,-2.43,2.99,-3.53,-1.8,0.11,8.13,-4.02,-0.02,0.79,2.01,3.47,2.35,-0.43,-2.59,3.38,-0.23,-0.05,-1.36,-0.64,-1.71,-0.59,-1.23,2.54,-0.91,0.85,-1.89,0.27,1.21,0.4237,0.1571887
197710,-3.7,-5,-3.33,-4.28,-2.3,-10.04,-2.91,1.51,-6.57,-1.82,-4.03,2.07,-2.61,-3.16,-3.43,-3.73,-1.15,-6.14,-0.04,-2.9,-5.51,-1.69,-4.6,-3.07,-3.39,-9.42,-4.87,-7.8,-2.31,-3.61,-3.14,-5.05,-2.83,-2.95,-2.35,-0.93,-5.18,-5.19,-7.31,-4.44,-3.91,-3.91,-2.93,-4.17,-5.92,-4.81,-4.55,-4.01,-3.92,0.5255,-3.927758
197711,7.13,3.23,3.2,5.42,2.68,6.75,11.63,7.44,2.45,8.88,9.97,3.71,6.54,2.98,6.87,6.98,7.23,5.12,1.51,4.64,7.3,4.92,1.99,8.18,3.5,7.68,3.33,4.77,4.39,3.43,4.3,2.21,9.19,7.5,4.47,6.64,6.62,7.08,6.19,2.56,7.23,6.34,5.22,9.76,5.26,8.46,9.87,4.88,6.16,0.5508,4.54397
197712,3.74,-0.41,0.61,-2.52,-1.82,-0.91,3.23,4.08,-0.54,0.62,12.4,1.67,-0.14,1.32,0.91,-1.11,-0.29,1.26,4.4,0.09,1.28,-1.6,-0.97,1.73,-2.83,1.78,-0.7,1.97,-2.66,1.93,-0.32,2.16,2.29,2.17,3.48,1.21,0.17,0.61,-0.22,0.54,1.29,3.16,-2.35,2.11,-1.84,-0.86,1.9,1.61,1.82,0.5252,0.822271
197801,-5.46,-5.35,-4.58,-0.37,-6.21,-3.07,-10.2,-8.56,-7.37,-5.79,-5.15,-5.59,-0.7,-6.39,-3.15,-1.17,-6.16,-7.89,-4.57,-0.55,-7.11,-2.86,-6.32,-6.73,-6.17,-3.13,4.33,-7.31,-5.18,-6.93,-4.57,-4.16,-5.16,-5,-3.79,-3.6,-6.6,-7.32,-7.62,-4.43,-1.44,-5.23,-6.86,-7.75,-5.64,-6.78,-2.3,-6.09,-3.84,0.5499,-5.519891
