Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99,Asset100,Rf,Rm
199606,-8.8036,-3.3598,-3.7393,-1.3159,-3.2202,-0.0517,-5.2622,0.0694,-4.9745,-2.8999,-7.193,-5.7138,-6.3065,-4.0643,-3.277,-2.606,-1.7752,-2.4755,-3.268,-2.3486,-8.316,0.0713,-4.5418,-2.3178,-3.8573,-5.4789,-4.1959,0.0268,-1.9004,-6.8551,-11.5032,-3.6752,-4.7285,-4.1201,-0.1332,-4.1895,-3.6948,-3.7906,-2.4108,-2.4509,-7.72,-6.9894,-5.105,-3.1383,-3.7007,-1.6079,-2.6526,-1,-2.7478,-0.5874,-6.4099,-14.3477,-2.8317,-2.089,-0.4199,-0.6302,-3.7923,-5.2066,-1.141,-4.1148,-6.8533,-3.8704,-7.1963,3.4549,-0.2599,-0.9511,-1.4641,-3.5462,-1.5653,-2.7564,-0.8542,0.637,-3.9057,-1.2497,-4.0508,-1.9003,-1.7461,-1.6259,-0.8829,-1.1011,3.878,1.7117,-4.3208,4.3317,-0.176,-3.6517,0.1824,-1.4965,-2.4491,-1.748,-2.534,-1.0687,0.1436,3.9472,0.5949,-0.5052,-2.5715,0.9044,0.6876,2.1327,0.4102,-0.8289313
199607,-12.6892,-5.9939,-6.8034,-6.962,-3.5876,-6.9065,-5.9501,-7.2623,-10.0209,-9.0182,-14.9209,-6.7786,-8.1418,-4.3173,-6.2952,-6.6781,-8.0415,-7.722,-5.094,-7.9392,-16.9655,-9.2831,-10.1698,-7.7582,-7.3914,-11.1291,-6.5344,-10.1232,-13.8589,-9.4095,-15.0395,-6.5559,-6.771,-10.6539,-8.8602,-5.6556,-9.2952,-7.2624,-4.7315,-8.973,-14.6647,-8.4806,-7.4776,-5.5763,-7.3135,-9.1855,-5.9506,-6.0203,-12.4751,-5.5709,-14.2453,-11.468,-8.2589,-6.2974,-6.843,-10.1962,-3.65,-4.6955,-8.8217,-12.3946,-13.2357,-2.4159,-9.3936,-6.0026,-4.1764,-3.3206,-6.7541,-5.0981,-8.3726,-9.3747,-3.9312,-11.4974,-6.447,-9.3238,-6.3629,-4.517,-7.8802,-4.6042,-5.2673,-9.3214,-14.5958,-8.3184,-5.0498,-7.9933,-7.9284,-6.2196,-5.575,-6.5742,-4.0504,-5.0538,-8.4681,-5.9215,-4.6337,-7.8646,-3.1878,-5.2475,-3.0839,-4.8492,-2.5011,-4.2701,0.4798,-5.384932
199608,2.6089,3.2521,4.2431,4.2014,2.9942,4.8663,3.3165,5.0385,1.7127,4.051,4.3315,7.4352,3.1858,4.671,4.5205,7.2258,3.7093,2.8781,3.7021,6.5654,5.5017,5.8355,5.2352,3.9236,5.1641,5.1746,5.64,3.7599,5.3358,10.0263,5.6414,6.2864,7.3743,7.2954,6.3845,6.2133,4.3727,6.4161,6.5113,7.5253,6.9849,9.2657,5.6752,5.4827,7.2476,10.4845,3.3524,8.0433,7.0862,3.3174,9.1438,8.2411,7.0661,4.2803,6.4722,4.3566,4.4913,8.2388,4.7818,7.0365,5.327,3.9274,7.1463,5.2646,4.3264,5.8525,4.0329,5.6352,6.0775,6.1809,6.5917,6.1687,2.9234,7.8909,6.5672,3.9816,4.5554,5.5983,4.8635,2.839,6.7768,3.3098,1.8947,3.6507,2.2667,2.1997,3.5794,4.4712,4.881,1.8427,-2.3692,3.0799,1.7799,2.3798,2.1308,1.5215,2.6931,3.2245,2.203,-0.3195,0.4506,3.245125
199609,0.732,2.3232,2.1446,0.4181,2.7407,2.8302,3.1376,2.9026,2.8629,1.4944,3.0339,2.5301,3.3866,3.0258,2.1234,6.8795,5.7314,3.3696,2.5223,7.0873,3.6972,3.8309,4.8781,2.9103,4.9877,5.7506,3.1728,1.5396,2.3153,5.6455,3.7937,5.3339,2.6483,3.3092,7.5827,1.7501,4.2032,3.7194,0.6491,4.764,5.9336,2.997,3.577,5.392,3.403,5.1179,4.281,1.5277,5.2254,3.6112,5.1333,7.5721,3.356,4.1013,4.0606,2.6085,6.7038,5.2989,6.0803,8.3187,1.4343,2.9495,1.7101,3.8661,2.8105,4.9331,5.6306,3.7112,6.4501,6.1706,2.9743,3.4996,4.2649,0.9746,6.8054,7.5856,5.6639,3.474,1.5075,6.9984,1.0604,4.9572,3.421,2.4521,2.9617,2.7323,7.2387,6.0617,6.7644,7.871,8.0162,0.8742,5.5112,6.0003,4.7653,4.2211,4.5122,6.9441,8.5158,4.6053,0.4822,5.298472
199610,-6.3257,-0.4637,-1.2364,0.4198,0.9688,0.4251,1.6895,2.3428,-3.0981,-1.5173,-4.8279,-0.6539,0.3235,1.2137,1.0177,1.0549,-1.8869,-2.418,-2.4257,-0.1047,-5.4367,1.8386,-0.6745,0.0233,-1.971,-2.4864,2.0877,-1.7193,-0.1992,2.7957,-4.5411,-1.2798,-2.7648,-3.0353,-0.9646,-0.2503,-1.9407,-0.5044,4.6183,-2.6556,-6.278,-9.6909,-1.8952,-2.4161,1.6453,-3.6513,0.067,0.341,-6.7053,-3.6417,-6.1593,4.8045,-2.4872,-3.6797,-1.1485,-1.0773,-1.6294,-2.2613,-4.4733,-7.4662,-2.4725,1.2947,2.0954,-0.4324,-1.245,1.141,0.5579,3.7937,0.3186,-2.0574,-0.6721,-3.3597,-0.8206,2.4496,-0.555,-1.0217,1.2027,-0.2825,0.2052,-4.3656,2.715,-0.7601,6.6533,5.1149,1.4815,1.9158,0.8551,2.7867,-1.845,-2.0122,-2.956,-1.0804,7.7432,2.8336,3.6889,4.4044,2.6309,2.5408,2.365,1.9465,0.4262,1.367326
199611,-1.2333,2.4919,2.1894,2.4353,3.8682,2.7831,2.9591,3.9787,1.4686,0.6731,2.4398,2.445,5.6939,3.245,5.2587,3.4093,1.2734,2.8323,6.9413,-1.3225,0.7049,5.9919,4.6726,5.0733,1.7385,4.3187,5.5867,6.4122,2.1724,-0.5051,-1.2426,1.086,3.5803,2.0997,2.3867,8.3152,5.6955,1.3783,2.4288,2.5585,0.0827,4.2505,-0.2477,6.1759,4.3067,5.86,4.5974,7.0526,4.5604,2.0857,0.1632,1.1743,5.3719,4.6005,3.8611,5.9746,4.8415,6.5493,9.6456,4.7877,4.3993,4.2929,2.9689,3.7776,7.9637,1.2108,9.1576,5.8099,8.0985,6.1146,3.8076,2.5063,6.2026,5.1145,5.5679,7.9188,7.9451,6.027,4.5106,7.7307,1.0023,9.0196,6.712,3.6765,6.2411,6.2193,5.1503,7.7908,5.9921,9.9494,7.6188,6.7263,5.6492,4.787,3.6118,5.7025,6.0069,10.0175,8.4625,7.9159,0.4227,6.559443
199612,-2.8798,1.0467,1.3588,1.0692,2.3165,0.1565,1.5093,4.0876,2.0516,1.627,-0.5025,1.5035,1.7278,6.843,3.9742,0.9821,2.602,1.154,2.9848,2.1645,0.9402,0.777,2.2763,3.5141,3.3425,4.3715,3.4378,1.5894,3.6709,2.19,2.1052,0.9994,2.5276,0.1985,1.8502,2.1637,5.0134,2.367,2.9926,-0.3913,0.7447,-1.266,0.1952,2.2588,1.22,1.0292,-0.0718,1.8481,-0.3475,3.4719,-4.4389,1.8198,-2.1699,2.7047,-0.8186,-0.1469,0.9453,-0.9242,1.4597,0.4338,0.6757,0.8769,1.317,0.6408,-0.4851,-2.7945,1.43,1.3686,0.445,0.7764,0.1397,-5.3071,-3.9559,-3.3077,-0.4532,-0.6648,-0.5713,-0.2105,-0.5482,-1.9947,-1.3111,-2.7232,-3.7162,-0.9523,-2.8366,-2.0563,-1.8278,-3.0222,-4.547,-2.4303,-5.4344,2.2899,-2.4383,0.2567,-1.9071,0.1929,-3.6677,-2.6293,-3.5026,-0.8124,0.4577,-1.138224
199701,9.8804,4.49,7.4313,5.1621,2.7412,4.4655,2.3991,3.444,7.1652,5.5642,4.331,3.0421,2.295,3.2162,2.9087,5.6533,5.4858,7.614,2.1253,7.3397,3.4227,-1.1168,6.9951,2.2959,2.7698,1.947,1.5542,0.3862,4.4637,6.6439,3.1614,0.3778,3.2904,3.7336,1.625,1.3348,-0.0813,1.4496,1.7538,5.179,5.4563,5.2161,5.4245,-0.7767,0.8121,1.1556,1.7368,5.5964,2.6289,2.619,2.7513,-0.6657,2.6248,0.5074,1.3452,-2.376,6.0898,0.0343,1.354,-0.2699,0.2759,1.2397,3.1585,1.6207,5.5494,2.4591,3.76,3.1309,3.4079,2.3905,4.6438,3.3372,6.6612,1.8056,3.3894,2.0219,3.5312,5.3796,-1.4961,1.1517,-1.444,5.3259,7.9522,1.1384,7.4455,2.2661,4.6032,8.4028,2.1632,6.7388,3.0673,1.7699,6.8162,4.5541,2.8663,5.054,7.0897,7.197,9.6815,5.9292,0.4517,5.344068
199702,-3.2417,-0.9816,-1.5429,0.7535,-0.7119,0.3258,2.5414,-3.2801,-1.534,-5.5886,-3.9153,-3.5548,-1.1143,-2.9973,-0.1047,-2.0922,-1.518,-2.1905,-2.0816,-4.4704,-3.5579,-9.5804,-4.7798,-3.5074,-1.2904,-2.6955,-6.6006,0.2997,-0.4877,-5.3985,-6.0345,-2.6499,0.1581,0.6109,-3.5084,0.0657,-1.4315,-1.9851,-3.3611,-4.0876,0.1033,-0.1225,-1.936,0.224,-3.298,1.5328,-1.2684,-4.3035,-1.6821,-4.4966,-9.3398,-6.2879,-1.8828,-0.8247,-0.656,0.5373,-0.706,-3.8828,-2.1183,-2.0887,-2.5292,0.8011,2.8844,1.4836,0.8848,2.5595,-3.0846,-0.8095,-1.2142,-2.4215,-1.759,0.1144,-2.9467,1.2728,-0.7818,1.2647,-1.9155,2.3302,1.0565,-2.7213,2.1913,-1.791,-2.7985,-0.191,-3.63,-0.8092,-0.5829,1.1809,-0.7736,1.082,3.9806,0.4021,-1.0898,-0.0475,1.913,-0.4401,0.9826,0.3327,-0.2074,1.5196,0.3902,-0.1067178
199703,-7.3904,-3.0496,-4.2925,-3.0693,-0.6952,-1.8249,-1.9298,-2.7246,-4.6289,-5.6366,-8.6683,-4.726,-5.1101,-3.0919,-3.6825,-4.2027,-5.5888,-3.114,-2.9707,-0.505,-11.692,-4.1388,-7.7691,-4.6066,-3.3767,-6.269,-1.9202,-3.5444,-4.9752,-5.3432,-7.9654,-5.9853,-3.4608,-2.0899,-2.3766,-5.5084,-2.6829,-5.9708,-2.1094,-6.6738,-10.2708,-6.1706,-3.2547,-2.9716,-3.3847,-2.1065,-5.746,-5.0872,-7.4169,-5.1092,-6.4045,-3.8857,-2.2707,-3.395,-5.0797,-4.3761,-4.7569,-5.791,-0.814,-6.7752,-12.9356,-8.6311,-6.5382,-4.1195,-1.784,-9.1715,-4.9385,-4.0226,-3.4506,-4.2805,-8.5416,-3.3327,-6.5463,-7.0213,-4.2783,-4.3203,-6.4314,-3.2604,-3.0416,-7.9011,-6.0052,-5.4925,-2.6489,-0.899,-2.6853,-2.771,-5.083,-5.0386,-3.0347,-7.0735,-4.7352,-1.4621,-2.6256,-7.6511,-3.2593,-0.327,-2.9665,-4.599,-5.6626,-6.2935,0.4282,-4.486434
199704,-5.1289,-3.1657,-2.5088,0.1635,-3.2286,-1.3099,-3.2924,-0.0174,-1.4599,-2.4821,-6.9161,-2.1751,-2.3852,-4.2512,-0.542,-5.4777,-1.4129,-1.4458,-2.0117,-4.6721,-5.3943,0.7844,-0.3801,1.7073,0.6509,-2.1788,-1.1308,1.0376,-0.112,-5.5433,-5.4391,-4.2387,0.5732,0.3437,1.6748,1.983,2.6195,1.5572,-0.2144,-1.4098,-1.8379,3.7341,0.5991,3.0633,-0.5798,2.4264,3.4222,3.6869,-3.3928,-2.5305,-0.3206,2.379,4.6742,-1.5943,0.8685,2.6428,4.5153,1.9793,1.7206,2.1009,0.9076,0.1827,-1.0902,2.1809,2.1053,-0.4371,3.4737,4.7466,6.244,2.9238,-4.9072,-1.6152,1.8736,-2.7024,2.8542,4.8662,-0.0466,5.5326,3.1282,2.0383,-8.5349,3.0024,0.9948,1.7452,-0.8048,0.8808,2.9371,3.9115,4.778,5.3802,-0.2721,3.7362,5.4567,1.8323,3.9522,5.2537,4.0858,9.0342,6.7798,7.2215,0.4844,4.239622
199705,7.7534,8.3385,7.5955,9.0698,7.9272,6.2175,6.7754,7.6012,9.7476,9.7929,11.6216,12.1683,11.7611,11.257,10.6694,9.7011,9.0819,13.1548,11.0272,10.3765,14.564,13.3094,13.075,10.2369,8.7984,14.303,14.9029,13.2958,12.8539,15.8973,14.0682,15.1523,7.8046,10.0408,13.2991,8.5905,11.6499,12.0024,8.1827,14.4756,11.7665,8.4704,16.8167,11.8473,9.8149,9.6956,10.376,8.4499,16.5534,13.297,19.743,13.5116,8.886,9.1098,9.9085,8.1389,5.3936,9.7186,6.7683,6.3902,6.6296,8.4627,12.1393,6.0897,7.4247,5.6617,10.7271,9.4523,8.9353,9.4341,8.0144,4.4677,7.6867,8.7397,5.4926,6.7045,5.7622,6.6431,10.8627,10.1167,8.6691,7.2644,8.0201,4.4672,9.3957,5.8514,6.8569,7.2837,9.7699,6.6333,8.9728,8.7716,7.7787,3.5985,5.1943,5.8293,5.2527,5.72,3.9509,6.7613,0.4837,7.163968
199706,4.7537,4.8416,5.933,5.1271,5.8847,6.3576,4.099,8.1428,1.9141,3.6851,4.5849,6.6059,7.1729,5.48,11.1443,6.4269,8.3568,7.1773,7.0002,4.4488,2.8505,4.833,3.813,3.2898,6.7319,8.5123,8.5896,3.7353,5.652,10.3907,0.4934,7.5198,8.0073,5.8577,3.4966,3.7517,5.7538,4.8267,5.247,8.2876,3.4195,9.7919,4.2832,3.0288,4.4999,1.7134,5.8943,4.7685,5.4388,3.1745,2.4924,4.1045,5.7033,4.1149,4.5581,3.6253,5.685,2.3438,3.609,4.8744,9.5731,6.8123,5.226,3.7244,0.187,1.886,4.9999,4.9596,4.3545,0.2479,0.5965,3.9099,6.3658,0.7987,3.5469,1.1911,3.1271,4.5655,2.4257,6.1504,8.1973,-0.3168,2.9179,2.3136,3.2488,1.8726,2.2357,2.1015,2.1584,2.9854,1.435,4.3554,4.0478,10.3173,5.7718,2.5189,6.6838,6.1365,3.6213,3.7521,0.4228,4.408098
199707,2.6138,5.0896,7.3125,4.9923,6.0932,9.1798,6.2845,5.3998,6.2122,3.2042,4.4129,7.5355,8.1897,5.0894,6.074,7.9618,5.038,6.0168,8.5662,6.1705,2.7579,3.5029,5.3683,-0.1901,1.6527,6.6293,3.2728,8.3561,2.6594,1.4948,4.962,6.9175,7.7448,4.9131,5.4321,4.8469,5.9853,8.464,3.9244,7.1484,5.8459,6.6195,2.7423,10.9639,5.5403,5.0931,5.7979,4.5102,3.4321,4.1303,8.1961,4.2085,5.1909,6.3808,7.3006,4.2303,6.0134,9.2907,6.1666,4.2208,7.5875,5.2541,3.436,6.5945,6.8962,5.6977,6.196,10.315,7.949,5.2992,2.9279,13.1197,8.2506,5.2005,10.9001,6.1177,7.6101,6.3732,5.9941,-1.2383,4.9391,10.5949,9.2736,8.5512,7.2054,6.5046,9.9279,9.9081,11.6106,6.4798,7.9671,5.4885,10.1395,6.6249,9.696,10.7269,8.9147,8.3845,9.4295,4.8223,0.453,7.651265
199708,4.4333,5.1277,4.0925,3.3845,3.4838,5.1111,3.4697,5.1964,6.124,5.7728,4.6709,6.2003,3.9271,4.4049,2.6826,5.0265,2.9709,2.6284,4.2679,1.3393,3.1364,5.066,4.1089,2.8801,1.3813,2.9139,4.8039,6.3801,4.6792,1.3226,1.9159,0.7635,3.2851,2.0669,1.5978,3.1748,2.1462,3.6984,0.9138,7.0087,4.3239,-0.1022,1.872,2.6784,3.2089,-0.9921,6.5236,-0.06,2.6826,4.4751,1.5237,3.239,0.2043,1.7048,-1.3791,0.3468,0.8559,2.644,-2.0384,1.1648,2.9528,2.4204,-0.756,-1.6651,0.5929,-0.1621,-2.1597,0.6242,-0.2046,5.1562,3.546,-0.7674,-2.3883,1.1494,1.7133,-0.7615,-0.4614,-0.5294,-0.1658,-2.2142,6.1367,-2.6747,-1.2631,-0.0034,-1.7977,-2.8999,-3.5078,-1.3761,-4.3909,-5.2827,-7.7718,-6.0335,-8.7773,-5.6038,-5.7298,-4.7166,-6.44,-8.0556,-5.6819,-6.5475,0.4337,-3.632035
199709,10.66,9.3633,9.6782,11.3206,9.6407,7.7388,10.2938,7.9451,8.9503,11.2526,8.6061,8.2617,6.6456,9.5683,5.9799,9.1046,7.6769,11.5743,9.0713,8.6549,7.5085,9.0445,11.7973,4.7539,9.0666,8.1637,5.572,3.8805,9.661,8.6654,7.7878,8.2436,8.2036,5.0567,9.323,6.8256,7.362,6.5036,5.3555,4.1412,8.2189,7.122,11.634,9.7108,7.0229,9.3178,3.8796,7.2409,7.244,6.8228,10.6202,3.424,4.8032,6.9382,6.867,6.7219,7.3184,2.162,6.2829,4.6466,8.3349,7.254,7.0332,7.8292,5.9938,4.7112,4.8052,7.1622,5.4936,4.9322,6.6985,3.2167,3.4709,3.9254,2.0243,2.6627,4.7418,7.2318,5.725,2.6595,3.3567,6.1309,5.5221,7.5159,5.9482,4.4233,3.6417,6.4435,3.1152,10.3608,8.5557,8.2964,6.9639,7.5626,4.8922,5.3068,6.2477,7.1154,3.1639,4.5305,0.4863,5.845344
199710,-3.4643,-1.836,-1.623,0.0094,-0.0753,0.2034,-2.2611,0.5228,-1.0375,-5.3898,-5.3449,-5.5807,-2.826,-1.6369,-1.9893,-4.6414,-2.3597,-3.4207,-4.4603,-2.9406,-7.8939,-6.2765,-3.5716,-4.9545,-3.4621,-4.4658,-2.8246,-4.4881,-2.3505,-0.8514,-4.8501,-2.9241,-9.0951,-4.4328,-4.7298,-1.9471,-0.5498,-6.2415,-4.8136,-3.1341,-7.5669,-7.2414,-5.3596,-3.9799,-2.9031,-2.8074,-6.1664,-4.0986,-4.0013,-8.869,-4.3693,-5.1187,-5.7586,-2.0762,-4.3948,-2.7215,-2.653,-1.8236,-1.8216,-5.9986,-7.8024,-7.3281,-4.1943,-2.5284,-0.1255,-5.0842,-1.6958,-5.3667,-7.4819,-5.7692,1.3576,-9.0019,-6.7815,-7.2443,-8.9782,-2.6683,-5.1834,-4.1182,-6.6916,-6.0274,-12.1318,-5.486,-0.999,-2.7496,-2.1444,-1.4949,-5.6462,-1.7096,-6.6472,-1.4624,-1.8039,-2.3185,-5.5051,0.1508,-3.1767,-4.7902,-1.356,-5.1429,-1.3693,-2.9304,0.4169,-3.443246
199711,-5.6451,-1.1302,-0.3481,-0.5672,-0.6652,-1.9998,-0.4364,2.3267,-3.6119,-1.2878,-3.4535,-2.5731,0.986,0.026,-0.8803,-1.5734,3.2107,-1.6108,0.1245,-0.3469,-3.8153,-1.0804,-2.9647,-1.0392,-0.1263,2.0716,-1.4689,-1.2907,-1.2578,0.9179,-5.5392,-2.8431,0.2041,-1.1579,-0.9662,0.7092,-2.2447,-4.1681,-1.6594,-4.4814,-4.1852,0.6572,-0.2529,-2.5126,0.3982,1.4806,-2.0178,0.3685,-4.8305,1.6004,-1.39,-1.558,-0.6836,-1.8815,-2.1411,4.1918,0.0919,-1.3018,0.9375,-2.8739,-1.7087,-2.5761,1.9264,1.3553,2.5992,2.9946,4.3154,2.094,1.026,3.2506,-0.8833,2.3946,5.5148,0.5453,-2.1776,0.4305,3.0351,4.4924,2.334,3.2496,-4.2931,1.486,1.1721,1.5601,4.5356,3.989,1.9858,4.6229,2.1292,3.6307,2.4063,3.1152,1.7818,0.8642,8.6123,3.2121,1.1428,5.6325,4.8378,7.5644,0.3986,3.035379
199712,-8.1986,-1.4247,-0.34,1.5505,-0.3997,1.0324,-2.1845,2.5236,-5.8546,-2.0566,-4.359,0.4357,0.455,-0.0664,3.2573,2.7801,4.5784,-1.7125,-0.3577,4.2328,-2.8161,-2.4857,2.0226,1.4563,-0.2839,3.6035,0.0903,0.7938,4.731,2.6724,-2.4068,6.6647,-2.149,0.7931,3.5123,1.7575,1.7551,-0.5952,0.8759,-0.6536,-1.4921,-0.1712,4.1343,1.3873,1.3572,2.8639,3.9467,-0.6627,5.1855,-0.1837,5.1791,3.2261,0.9685,3.0182,1.8062,2.3566,2.531,3.6243,0.3588,0.4095,-1.6896,1.0899,3.3761,3.9952,6.3424,2.953,5.1088,0.6878,0.817,-0.0243,-2.0255,-0.0546,-1.4776,2.3275,0.5987,4.2303,2.0799,2.1807,1.3239,-0.3842,4.0958,5.2616,3.3279,1.6225,4.8339,4.7416,5.9901,4.1738,-1.4598,4.1142,2.1651,4.141,1.5568,2.4401,2.9787,1.9362,-0.1033,3.4486,-0.5824,1.6008,0.5112,1.782172
199801,-0.0915,-0.3065,-0.4249,-1.2413,-0.7448,0.1347,0.3973,-1.6358,-1.8295,-2.2659,-0.1741,-3.3935,-0.2042,0.0327,-0.0195,-2.9107,-2.1591,-0.1146,-5.5601,-1.2626,-0.4073,0.323,-2.0304,-2.2647,-3.6596,-1.1662,-3.2536,0.8044,3.3463,1.4951,-3.4166,-3.3396,-2.5546,3.1825,-0.9474,-2.9017,-2.1478,-1.6457,0.9769,-0.7651,0.8108,0.3345,-3.1183,-1.0245,-2.2147,-2.7054,-2.3223,-3.3586,-1.2666,2.1845,0.1043,-4.1519,-2.3298,-5.4189,-6.0744,0.9955,-2.5711,-0.8232,0.5735,0.2237,3.461,-4.1477,-2.1111,-1.5828,-1.1459,-2.6921,-2.5628,1.0351,0.965,0.9525,3.2929,-2.5324,0.1142,-2.6013,0.1466,-2.9271,-4.7689,-2.3078,0.9831,1.3853,-3.7889,-3.1136,1.7074,1.5149,-4.7073,-2.9785,-4.7262,-3.0923,1.2208,-4.4806,4.3591,3.9015,1.1994,-0.894,-2.4447,-0.4376,-0.198,2.6307,4.7558,0.8537,0.4677,0.4511318
199802,5.4061,4.3208,5.8096,5.2479,2.5202,5.9936,5.0262,5.6972,5.1105,3.0305,8.5551,7.1415,7.0589,5.4974,3.6602,6.5391,7.1744,5.0417,8.2695,7.5337,8.1176,7.1617,6.6021,6.4565,8.3155,9.8128,3.85,7.3983,9.6912,9.5297,8.4755,7.7654,9.0831,7.5555,8.6496,5.9595,5.3863,9.2325,9.6216,8.1809,10.2121,10.5562,6.9341,8.994,8.2136,9.1566,8.6931,6.2263,7.1162,10.2139,12.1053,6.5308,14.0689,8.3001,9.8254,5.7518,3.835,7.5893,7.8689,6.2375,4.9823,8.5804,9.1791,5.8528,5.947,4.7204,7.9165,9.2727,9.0902,5.4235,4.3692,10.0249,7.7827,7.6084,6.9581,4.2003,6.7469,8.4784,9.0609,10.3327,8.4308,6.6128,7.6029,8.2781,7.1116,8.0453,9.1973,9.833,8.3388,1.0595,8.2665,6.5363,7.4468,5.4429,9.6785,7.9345,7.8157,7.1208,8.2134,4.6609,0.3693,7.332072
199803,5.4944,6.6036,3.4276,4.2649,6.9,4.2032,6.7989,4.9092,3.8813,4.2503,6.379,3.9904,3.0268,3.9528,2.8709,5.4183,5.1022,5.2133,4.137,6.1333,4.2737,5.6865,2.9394,4.5439,-0.4555,5.6346,4.4394,0.1713,1.5255,6.7093,4.5279,7.9681,2.0973,3.8326,3.9073,5.3697,4.6956,2.1192,2.5745,8.1472,4.9892,0.6444,3.8924,2.5528,6.5368,3.5282,2.0408,10.4065,3.6507,5.1055,5.5743,6.102,2.8803,2.9605,5.7682,1.0346,6.9014,2.91,6.4355,5.1038,8.4026,8.8687,6.1686,8.1059,2.1251,4.4371,5.3976,3.9802,0.6815,5.2152,3.9573,3.7564,1.923,2.3431,-0.1718,6.7582,4.8369,3.8101,4.6605,7.0892,7.3501,6.5966,6.7576,1.9928,5.8023,4.9342,5.1558,2.1682,4.3908,4.6058,8.4461,9.7255,1.0909,5.4771,6.7543,2.7571,3.2499,5.7836,3.6043,7.3469,0.4878,5.127263
199804,2.7465,2.6138,2.9364,3.0142,2.1967,3.7943,1.1652,2.1702,1.9402,3.2932,3.0962,1.5695,2.4497,1.5776,2.3182,1.8577,2.7933,2.2589,1.9345,0.1767,-1.1382,-0.4225,1.1789,-0.4355,3.4456,0.1957,1.805,0.2862,2.4482,-0.3727,-0.5773,1.9979,1.9372,3.1475,0.3756,2.3135,3.3652,0.8072,-0.1937,2.1074,-1.1631,1.2003,3.9172,1.7697,-1.4108,-0.0524,0.9303,-1.9228,-6.7824,-0.317,2.0818,1.5731,2.9683,2.1708,-0.8148,-0.0285,-0.9391,-1.2383,0.8499,1.6324,-0.3526,1.3881,-1.0678,-2.3116,1.0271,0.2834,0.7244,0.8223,3.1594,-0.7347,-2.7675,0.5078,0.3987,-2.1129,-0.2796,-1.4849,-0.3944,2.2903,1.7198,-1.8974,-1.6448,1.5827,2.0421,1.3705,-1.5684,0.2567,1.5759,-1.4832,0.9524,-1.5891,4.5211,3.3179,4.0041,0.6865,2.9994,3.1379,5.7559,0.5605,1.4734,-1.1034,0.4626,1.092425
199805,-5.5589,-3.0035,-2.3432,-4.185,-4.6735,-4.5248,-4.09,-1.8407,-5.7473,-5.541,-7.1055,-2.1055,-4.2637,-3.4961,-4.288,-7.1668,-5.3997,-4.7812,-5.1684,-3.4992,-6.362,-5.9098,-4.208,-4.7549,-5.841,-3.973,-3.1341,-4.1629,-2.9339,-6.7233,-6.3009,-7.6489,-4.6381,-6.4652,-6.7524,-3.7673,-6.6506,-7.1142,-6.1986,-6.9928,-9.4375,-4.0401,-5.3793,-1.3036,-5.2421,-3.4311,-6.7273,-5.6669,-6.4259,-7.1124,-8.3211,-9.1841,-4.5815,-5.3118,-5.8695,-5.5325,-4.5227,-6.0106,-6.6534,-5.3699,-6.9623,-3.9269,-5.0868,-6.1247,-4.9471,-1.6832,-1.0343,-6.678,-2.8334,-0.0673,-5.3451,-3.484,-4.4073,-3.2853,-7.0793,-1.729,-3.6376,-2.5805,-3.6705,-3.9571,-9.0217,-1.9467,-0.1772,0.4472,-0.3356,-1.5005,-5.2603,-0.5133,-3.9779,-6.4894,-1.8418,-0.901,-7.1039,4.2496,2.585,-1.6045,-5.8297,-2.8853,-2.4559,1.0037,0.4217,-2.574616
